10201,confA
10202,confA
10203,confA
10204,confA
10205,confA
10301,confA
10302,confA
10303,confA
10304,confA
10305,confA
10401,confB
10402,confB
10403,confB
10404,confB
10405,confB
10501,confB
10502,confB
10503,confB
10504,confB
10505,confB
10601,confC
10602,confC
10603,confC
10604,confC
10605,confC
10701,confC
10702,confC
10703,confC
10704,confC
10705,confC
10801,confD
10802,confD
10803,confD
10804,confD
10805,confD
10901,confD
10902,confD
10903,confD
10904,confD
10905,confD
11202,signDesk
11203,signDesk
11204,signDesk
11205,signDesk
11302,signDesk
11303,signDesk
11304,signDesk
11305,signDesk
10307,poster
10407,poster
10507,poster
10607,poster
10707,poster
10807,poster
10907,poster
10308,poster
10408,poster
10508,poster
10608,poster
10708,poster
10808,poster
10908,poster
10410,wc1
10411,wc1
10510,wc1
10511,wc1
11427,wc2
11428,wc2
11527,wc2
11528,wc2
20410,wc3
20411,wc3
20510,wc3
20511,wc3
10610,room1
10710,room1
10810,room1
10910,room1
10611,room1
10711,room1
10811,room1
10911,room1
11010,room2
11011,room2
11110,room2
11111,room2
11421,room3
11422,room3
11423,room3
11424,room3
11521,room3
11522,room3
11523,room3
11524,room3
11425,room4
11426,room4
11525,room4
11526,room4
21001,room5
21002,room5
21003,room5
21004,room5
21005,room5
21101,room5
21102,room5
21103,room5
21104,room5
21105,room5
20610,room6
20611,room6
20710,room6
20711,room6
10215,exhibition
10315,exhibition
10415,exhibition
10515,exhibition
10615,exhibition
10715,exhibition
10815,exhibition
10915,exhibition
11015,exhibition
11115,exhibition
10216,exhibition
10316,exhibition
10416,exhibition
10516,exhibition
10616,exhibition
10716,exhibition
10816,exhibition
10916,exhibition
11016,exhibition
11116,exhibition
10217,exhibition
10317,exhibition
10417,exhibition
10517,exhibition
10617,exhibition
10717,exhibition
10817,exhibition
10917,exhibition
11017,exhibition
11117,exhibition
10218,exhibition
10318,exhibition
10418,exhibition
10518,exhibition
10618,exhibition
10718,exhibition
10818,exhibition
10918,exhibition
11018,exhibition
11118,exhibition
10219,mainMeeting
10319,mainMeeting
10419,mainMeeting
10519,mainMeeting
10619,mainMeeting
10719,mainMeeting
10819,mainMeeting
10919,mainMeeting
11019,mainMeeting
11119,mainMeeting
10220,mainMeeting
10320,mainMeeting
10420,mainMeeting
10520,mainMeeting
10620,mainMeeting
10720,mainMeeting
10820,mainMeeting
10920,mainMeeting
11020,mainMeeting
11120,mainMeeting
10221,mainMeeting
10321,mainMeeting
10421,mainMeeting
10521,mainMeeting
10621,mainMeeting
10721,mainMeeting
10821,mainMeeting
10921,mainMeeting
11021,mainMeeting
11121,mainMeeting
10222,mainMeeting
10322,mainMeeting
10422,mainMeeting
10522,mainMeeting
10622,mainMeeting
10722,mainMeeting
10822,mainMeeting
10922,mainMeeting
11022,mainMeeting
11122,mainMeeting
10223,mainMeeting
10323,mainMeeting
10423,mainMeeting
10523,mainMeeting
10623,mainMeeting
10723,mainMeeting
10823,mainMeeting
10923,mainMeeting
11023,mainMeeting
11123,mainMeeting
10224,mainMeeting
10324,mainMeeting
10424,mainMeeting
10524,mainMeeting
10624,mainMeeting
10724,mainMeeting
10824,mainMeeting
10924,mainMeeting
11024,mainMeeting
11124,mainMeeting
10325,mainMeeting
10425,mainMeeting
10525,mainMeeting
10625,mainMeeting
10725,mainMeeting
10825,mainMeeting
10925,mainMeeting
11025,mainMeeting
11125,mainMeeting
10326,mainMeeting
10426,mainMeeting
10526,mainMeeting
10626,mainMeeting
10726,mainMeeting
10826,mainMeeting
10926,mainMeeting
11026,mainMeeting
11126,mainMeeting
10327,mainMeeting
10427,mainMeeting
10527,mainMeeting
10627,mainMeeting
10727,mainMeeting
10827,mainMeeting
10927,mainMeeting
11027,mainMeeting
11127,mainMeeting
11419,serviceRoom
11420,serviceRoom
11519,serviceRoom
11520,serviceRoom
20202,restaurant
20302,restaurant
20402,restaurant
20502,restaurant
20602,restaurant
20702,restaurant
20802,restaurant
20902,restaurant
20203,restaurant
20303,restaurant
20403,restaurant
20503,restaurant
20603,restaurant
20703,restaurant
20803,restaurant
20903,restaurant
20204,restaurant
20304,restaurant
20404,restaurant
20504,restaurant
20604,restaurant
20704,restaurant
20804,restaurant
20904,restaurant
20205,restaurant
20305,restaurant
20405,restaurant
20505,restaurant
20605,restaurant
20705,restaurant
20805,restaurant
20905,restaurant
21300,relaxRoom
21301,relaxRoom
21302,relaxRoom
21303,relaxRoom
21304,relaxRoom
21305,relaxRoom
21400,relaxRoom
21401,relaxRoom
21402,relaxRoom
21403,relaxRoom
21404,relaxRoom
21405,relaxRoom
21500,relaxRoom
21501,relaxRoom
21502,relaxRoom
21503,relaxRoom
21504,relaxRoom
21505,relaxRoom
10110,escalator
10111,escalator
11410,escalator
11411,escalator
20110,escalator
20111,escalator
21410,escalator
21411,escalator
11300,importExport
11502,importExport
11504,importExport
11505,importExport
11507,importExport
11515,importExport
11517,importExport
10019,importExport
20206,secondAisle
20306,secondAisle
20406,secondAisle
20506,secondAisle
20606,secondAisle
20706,secondAisle
20806,secondAisle
20906,secondAisle
21006,secondAisle
21106,secondAisle
21206,secondAisle
21306,secondAisle
21406,secondAisle
20207,secondAisle
20307,secondAisle
20407,secondAisle
20507,secondAisle
20607,secondAisle
20707,secondAisle
20807,secondAisle
20907,secondAisle
21007,secondAisle
21107,secondAisle
21207,secondAisle
21307,secondAisle
21407,secondAisle
20208,secondAisle
20308,secondAisle
20408,secondAisle
20508,secondAisle
20608,secondAisle
20708,secondAisle
20808,secondAisle
20908,secondAisle
21008,secondAisle
21108,secondAisle
21208,secondAisle
21308,secondAisle
21408,secondAisle
20209,secondAisle
20309,secondAisle
20409,secondAisle
20509,secondAisle
20609,secondAisle
20709,secondAisle
20809,secondAisle
20909,secondAisle
21009,secondAisle
21109,secondAisle
21209,secondAisle
21309,secondAisle
21409,secondAisle
20210,secondAisle
20211,secondAisle
20310,secondAisle
20311,secondAisle
21210,secondAisle
21211,secondAisle
21310,secondAisle
21311,secondAisle
11401,firstAisle
11402,firstAisle
11403,firstAisle
11404,firstAisle
11405,firstAisle
11406,firstAisle
11407,firstAisle
11408,firstAisle
11409,firstAisle
11412,firstAisle
11413,firstAisle
11414,firstAisle
11415,firstAisle
11416,firstAisle
11417,firstAisle
11418,firstAisle
11301,firstAisle
11306,firstAisle
11307,firstAisle
11308,firstAisle
11309,firstAisle
11310,firstAisle
11311,firstAisle
11312,firstAisle
11313,firstAisle
11314,firstAisle
11315,firstAisle
11316,firstAisle
11317,firstAisle
11318,firstAisle
11319,firstAisle
11320,firstAisle
11321,firstAisle
11322,firstAisle
11323,firstAisle
11324,firstAisle
11325,firstAisle
11326,firstAisle
11327,firstAisle
11328,firstAisle
11206,firstAisle
11207,firstAisle
11208,firstAisle
11209,firstAisle
11210,firstAisle
11211,firstAisle
11212,firstAisle
11213,firstAisle
11214,firstAisle
11215,firstAisle
11216,firstAisle
11217,firstAisle
11218,firstAisle
11219,firstAisle
11220,firstAisle
11221,firstAisle
11222,firstAisle
11223,firstAisle
11224,firstAisle
11225,firstAisle
11226,firstAisle
11227,firstAisle
11228,firstAisle
11106,firstAisle
11006,firstAisle
10906,firstAisle
10806,firstAisle
10706,firstAisle
10606,firstAisle
10506,firstAisle
10406,firstAisle
10306,firstAisle
10206,firstAisle
10112,firstAisle
10113,firstAisle
10114,firstAisle
10115,firstAisle
10116,firstAisle
10117,firstAisle
10118,firstAisle
10119,firstAisle
11107,firstAisle
11007,firstAisle
10207,firstAisle
11108,firstAisle
11008,firstAisle
10208,firstAisle
11109,firstAisle
11009,firstAisle
10909,firstAisle
10809,firstAisle
10709,firstAisle
10609,firstAisle
10509,firstAisle
10409,firstAisle
10309,firstAisle
10209,firstAisle
10310,firstAisle
10210,firstAisle
10211,firstAisle
10311,firstAisle